Title,Meaning
Каллак урмоқ,Мевали дарахтни пайвандлаш ёки умрини узайтириш учун устки қисмини кесиб ташлаш.
Каллақанд,Катта муштдек оқ қанд
Калланг қурғой,Эсинг қурсин.
Калланг нерда,"Калланг жойидами, миянг борми"
"Калланга
сингдириб ол",Миянга қуйиб ол
Калланга қуйиб ол,Яхшилаб тушуниб ол
Калласиз,"Миясиз, ақлсиз"
Кало аттим,Боқиб тарбиялаб вояга етказдим
Кало бўлди,Вояга етди
Каловзан,Бесўнақай
Калтаминор,1.Маҳалла номи. 2. Хивадаги битмай қолган кўк минора
Калтикалос,Калтакесак
Калчик,Тили чучук одам
Камзул,Костюм
Камис,"Кам мол, ками бор иш, кам-кўстли"
Кангширик,Ҳалқум
Кант,Қишлоқ маркази
Капак,1. Ун кепаги 2. Сани қилган ишинг бир тийин
"Капди (Ҳазорасп
тумани),   кўвди (Гурлан тумани)",Қуриди
Капинли сим,Ток ўтмайдиган резина билан қопланган электр сими
Капкир,Капгир
Каппон,"А. Навоийнинг Садди Искандарий асарида талқин қилинганига қараганда бу сўз ҳозирги стандарт сўзини билдиради, луғатда омборхона деб тушунтирилади, халқ тилида тарозибон деб айтилади. Искандар тахтга ўтирганда биринчи галда адолатни ўрнатди, тарозини тузатди, тошини темирдан қилди ва мухрлади, ҳамда шу тариқа каппонни кашф килди дейди. Демак ""каппон"" ҳозирги ""стандарт"" сўзига тўғри келади"
Каптархона,1.Маҳалла номи 2.Каптарлар сақланадиган жой
Капча,"Кесадиган қисми жуда кескир ишланган узун дастали белкуракнинг бир тури. Асосан пахса девор қуришда ишлатилади, капчачи лойни шундай кесадики, неча марта кесса ҳам бир хилда капча энига ва бўйига тенг бўлади."
Карвуч,Ғишт
Карсан,Чуқур ёғоч товоқ
Кас,"Гапни камайтир, гапни тўхтат"
Каса,Кўндаланг
Каса чиққинжи,Кўзда тутилмаган харажат
Каса чиқма,Менга рўбаро бўлма
Касик,Кесилган
Касма,1. Кесма 2. Бир бўлак гўшт
Кат,"Шаҳарча, қўрғон"
Катён,Кўл-чўлларда ўсадиган тиканли ўт
Катман,Кетмон
Катхудо,Обрўли инсон
Кашшоф,Пионер
Кейинга бостир,Орқага ҳайда
Кейни,Охири
Кийиз,"Жундан босилган кигиз (кигиз тўқилмайди, жунни босиб бирлаштирилади)"
Килит,Калит
Кин сақламақ,Гина-қудрат сақламоқ
Кипр,Дарвозабон (футбол ўйинида)
Кириш,Қовун тилими
Кирмонингни,Қадди бўйингни
Кирпи,Типратикон
Кирпик,Киприк
Кирсовин,Ҳамма нарсани ёмон томонига эътибор қаратувчи одам
Киса,"Кисса, чўнтак."
Киччи,Кичик
Кишмиш,Шибирғони узумдан қилинадиган майиз
Кишт,"Товуқ, қушларни ҳайдаш, қувиш."
клтирик,озгин
Кон,Кўп
Коса,"1. Пиёла 2. Қовунни уч қисмга тенг бўлиб (гурвак бўлса иккига бўлиб) пўчоққа яқин жойидан кесиб ажратилади ва бўлакларга бўлинади, бу коса идишда тургандай бўлади, шуни бир коса қовун дейдилар."
Кўвиш,Елим калиш
Кўвламоқ,Ковламоқ
Кўвсан,"Ҳосилдан қариндош-уруғ, қўшниларга ҳадя сифатида бериладиган улуш."
Кулангги,Урушқоқ хўроз зоти
Кўлик (Гурлан т.),Улов
Култа,"Боғлам ( Беда, жўхори, гўзапоя боғламларига нисбатан ишлатилади)"
Кўлча,Ерни суғоришда олинадиган кичик майдончалар.
Кулча-қатлама,Тўйдан олдин келин томонга олиб бориладиган нон-патирлар.
Кума,Ер-тўла
Кўмач,Ачимаган хамирдан товада пиёз қўшиб пиширилган нон
Кўнглим дўқ,Кўнглим тинч
"Кўнглинга
дуйганинг боми?","Йигитга, қиз танлашдан олдин бериладиган савол: кўз остингга олиб қўйганинг борми?"
Кунда,1.Омоч 2.Ҳар куни
Кўп вах бўлди гўринмисан,Кўпдан бери кўринмай қолдинг
Кўп вах бўлди лойли сува тушмадик,Кўпдан бери лойқа сувга чўмилмадик
Купи,Айрон тайёрлашда ишлатиладиган узун бўйли идиш (сапо ёки ёғоч идиш)
Кўпир,Кўприк
Кўписини билмисан,Кўп гаплардан ҳабаринг йўқ
Кўпчин,Диван устига қопланган пружинали тўшама
Кўрак,Ғўза кўсаги
Курамоқ,Қазимоқ.
Курвит,Гугурт
Кўрик,"1.Темирчини ўт ёқадиган жойи, ҳаво пуфлагичи."
Курмасичон,Каламуш
кўрпача),"яратилган матодан қуроқ кўрпача янги оилага берилади. Мана шундай майда ишлардан бошлаб оила қуралиб, ўзига тўқ бўлиб кетсин, деб дуо қилинади."
Курра,Хўтик
Курта,Ёш болалар пахталик кўйлаги
Кўс,Қийшиқ
Кўтка,Кўл қамишларини ўриб олганда тагида қоладиган қисми
Кўшаяна,Гўшангга
Лаблаби,Лавлаги
Лавант,"Дангаса, ишёқмас, ландовур, қўлидан иш келмайдиган одам"
Лавоп коса,Коса
Лайлак,Тутуриқсиз одам
Лакки,Кичик товоқча
Лали,"Чуқур бўлмаган катта тавоқ, патнис"
Лангар,Дарвоз мувозанат сақлаш учун ишлатадиган хода
Лангнги,Ланка
Лапа,"Хат жўнатадиган, қоғоздан қилинган хат жойлаштирилиб, ёпиб клейланадиган юмоқ, конверт"
Лапар,1.Қадимда аёллар бош кийимига тақиб қўйиладиган тешикли кумуш танга. 2.Ялла қўшиқ
Лаппас,Тепса тебранмас
Лаппас,Тепса тебранмас
Лечак,Капмирлар бошига ўрайдиган узун рўмол
"Лечак, лачак",Кампирлар бошига бир неча қат қилиб ўрайдиган рўмол
Ликув,Ликопча
Ловя,Ловия
Лоқирдомо (Феъл буйруқ м.),"Тинч ўтир, бекорга гапириб орага суқилма."
Лоққи,Маҳмадона
Лоқо-лоқ бўлибди,"Арава ғилдирагини айланадиган жойи ейилиб кетиб лоқолоқ бўлиб қолиб, арава ғилдираги ҳар томонга буралиб лоқ-лоқ этиб овоз чиқариб бораётгани"
Лол бўл,Оғзингни юм
Лолазор,Кўл атрофида ботқоқликда бунёд бўлган маҳалла номи
Лоп урмо,Ёлғонни ошириб юборма.
Лопи каж бўлди,Ҳафсаласи пир бўлди
Лоплоб ёнади,Гурлаб ёнади
Лопломо,1.Тўқ қизил алвон 2. Жаҳли бурнининг учида турадиган одам
Лоппо,Кимгадир ниманидир қилишни буюрганда: “Лоппа ўзинг қил ” - деган жавоб берилади
Лўббон,Йирик гавдали одам
Лўзина,Миллий ширинлик
Лук,Палағда товуқ тухуми
Лукча,Яхлит
Лўққи,Йирик
Луқма,Овқат
Лунгги,Ёғ артиш учун сочиқ
Лўнгнгир,Семиз
Лўнж,Лаб
Луплатиб,Тўлдириб бир коса сув бер
Лўтра,Суюқлик солинган идишда қолган чўкма
Мадали шоҳиси,"Мадали тўқиган шойи-атлас чет элларга чиқарилган, талаб катта бўлган, оддий шойи демасдан, нархини ошириб, сифатини улуғлаб, бу калантар Мадали жаммобни тўқиган шоҳиси дейишган"
Мадрап,Ҳожатхона
Маззапсиз,Ўз фикрида қатъий турмайдиган одам
Майда ситқадан ўтир,Майда тешикли чўмичдан ўтказ
Маллак,"Бировни номига беркитилган экин майдони, томорқа ери."
Мама,"Эмизикли бола тилидан онасининг кўкси, кўкраги"
Мамла,Муомала
"Манга га, хўп (ўпп) атаман","Менга кел сени кўтариб юраман, болага нисбатан айтилади"
Манглай,Пешона
Манглайи қора,Манглайи шўр
Манжашмак,"Жанжаллашмоқ, айтишмоқ, баҳслашмоқ."
Манот,1. Пул бирлиги 2. Кумуш танга
Маска,Узум нави
Масси,Махси
Масси кўвиш,Махси калиш
Маттал атмак,Кимнидир муҳтож қилиш
Маттал бўлиш,Кимгадир муҳтож бўлиш
Машинчи,Тикувчи
Маъзи,Бекорга
Межана,Ўрик данаги
Мейин,Мия
Меймон,Меҳмон
"Мейни
чайилган","Мияси қўзғалган, айниган, мияси бузуқ"
Мейнимни чақиб ичди,Кўп гапириб мияни чалғитган одамга нисбат
Меҳтар,Қўриқчи
Мечит,Масжид
Мижжи,"Ҳар нарсага гап топаверадиган одам, майдачи"
Мижили бормоқ,Кичкина бешинчи бармоқ
Мийланг,Боши гаранг
Милғайиб тушди,Шалпайиб тушди
Минжик,Мунчоқ
Мирға,Янги униб чиққан ўт
Мирғайиб ўтирибди,Бир четга чиқиб нима қилишни билмай тумшайиб ўтирибди
Мирзавошши,"Сувда, юмшоқ лойқа жойларда яшайдиган ҳашорат. Кечалари чир- чир сайраб туради"
Мита,Кана
Митарам,Дугоналари четлаган қиз
Миччи (мичик),"Ёш бола жуда кичкина бўлса миччигинам, миччим деб севишади"
Мишмоқ,Ғирромлик қилмоқ
Мовароунноҳр,Дарёни нариёғидаги мамлакат
Мовот,Ҳашам.
Мовот атмак,Мақтаниш
Мовотчи,Ҳашамга ўч одам
Моғзово,"1. Кўп гапирадиган, бир гапни кўп такрорлайдиган эзма одам. 2. Кир ювгандан кейинги совунли кир аралаш суюқлик."
Моғолдоқ отмоқ,Ўмболоқ ошмоқ
Модормо,"Шижоатсиз, масъулиятдан қочадиган одам."
Можик,Кичик жонивор
Мозорбости,"Сафардан келтириладиган совға. Асосан, майда-чуйда озиқ-овқат маҳсулоти."
Мойип,Ногирон
Молғом,Балғам
Молинга маҳкам бўл,Мол-мулкингни эхтиёт қил
Молли бўлди,"Рўзғор асбоблари етарли бўлди, мулкли бўлди, дегани."
Молни тейини қурила,Молни тагига қуруқ қум ёзиб юбор
Монго қоро,Менга қара
Морқо,Оппоқ
Мослиқ,"Тозаланмаган, ифлос."
Мотоқ,Матёқуб
Мотсекил,Мотоцикл
Мошкичили,Мошдан қилинган қуюқ ош
Мрат,1.Манзират 2.Тасодифан учраб қолган таниш одамни уйга меҳмонга таклиф қилиш
Мўвирдак арава,"Хонга қиз ахтариб келадиган арава, аравани кўрган одамлар нима сабабдан уларни қишлоғига (элига) келганини билиб олганлар."
Мужили бармоқ,Қўлнинг кичик бармоғи
Мужмал жавоб,"Ноаниқ , тушунарсиз жавоб"
Мўлат,Муҳлат
"Мўлдак (Гурлан
т.)",Қўшимча томорқа ери
Мўмисоз,Иш қуроли
Мунг,Қайғу
Мундин,Бундай
Мундин бўлади,Бундай бўлади
Мунинг бўлмиди,Буниси бўлмайди
Мункиб,Алдаб ўзини кучсиз кўрсатиш
Мўнча,Ҳаммом
Муросага галдик,"Келишдик, ярашдик"
Мут,"Текин, бепул"
Мўт,"Бахна, бировни қўлига қараб қолган"
Муттик,Куртак
"Муш (дўртмуш, учмуш)","Бурчак (тўртбурчак, учбурчак)"
На бало?,"Нима бало, мунчалик, офат бўлдими?"
На вилин (билин),"Билмасам, билмадим."
На дадим,"Нима дебман, сенга нима дегандим."
На дадинг?,Нима дединг?
На дасанг дивар,Нима десанг деявер
На дисан?,Нима дейсан?
Навило олиш гарак,Нималар олиш керак
Назаллаб от,Нишонга олиб от.
Назарламак,Нишонга олмоқ.
Налож атин,Нима қилай?
Нах тўлов,Нақд тўлов
Наъла.. галмадилами,"Кимлар йиғилишини икки томон ҳам билган холатда: нала галмадими деб сўраганида икки томон ҳам кимлар ҳақида гап бораётганин тушинади, ҳозир келадилар ёки иши чиқиб қолибди деб жавоб қилади."
Наъллаш,Кўчат ўтқазмоқ
"Наълча, наъл","Кўчат, ниҳол."
Нерда юрибсан?,Қаерда юрибсан?
Нигирик девор,Синч девор
"Нииш бўлипти, (Хонқа тумани), нишатипти ?
(Урганч).",Нима бўлибди?
Нимколо,Тўкис эмас
Ничик?,Қалай?
Ничча ойлиқ?,Неччи ойлик? ( Чақалоқ ёки ҳомила )
Нишатин?,Нима қилай?
Новви?,Нима?
Новолон (набало),Намунча
Нозвой,Райҳон
Нолож қолдим,Иложсиз қолдим.
Нох,Ип
Ночор,1.Ёлғиз (эрсиз) қолган аёлларга нисбатан айтилади. 2. Чорасиз одам
Нўмай,Мўмай
Нўхарак (тезгазак),Суварак
Нўхта,Отнинг югани
Нўш пиёз,Янги кўкарган кўк пиёз
"Обиржи, овиржи.",Ноаниқ
Обкет,Олиб кет
Ова,Ҳа
Ович,Суқум
Овқатни қотирибсан,Овқатни боплабсан
Овусаранг,"1. Кечаси қаттиқ уйқудаги киши уйғотилганда нима бўлганини, қаердалигини ҳам англай олмай қолган холат 2. Нима қилишини билмайдиган одам"
"Од, одинг ким","Ном, исм, исминг ким"
Одим чўрак,"Бола юра бошлаганда тондирда ёпиладиган кичкина нон, қўшниларга тарқатилади"
Одоғли,Унаштирилган ёки ваъда берилган
Оё,Кафт
Оёқ,Сувнинг пастки оқими
Оёқ сув,Ўз ҳолича оқиб келадиган сув
Оёқа тутиш.,Ўтира олмайдиган ёш боланинг хожат чиқариши учун оёғини буклаган ҳолда кўтариб икки оёқ орасида тутиб туриш
Оёқдан қолдингми,"Онаси бирон жойга бориб келишни боласига буюрса, пиёда, узоқ ерга қандай бораман деб жавоб қилганда, оёқдан қолдингми (оёғинг йўқми, югуриб бориб кел) дейди"
Оёқлашди,"Иш томом бўлай деб қолди, буюртмани бажаришга оз қолди"
Оёқлашиш,Кўпчилик пул йиғиб мол ёки қўй сотиб олиб кейин гўштини бўлишиши.
Оёлвант,Кўп болали
Оз,"Ориқла, қорнингни йўқот"
Озиқди,Йиринглади
Озонқи,Эрталабки
Озор,Азоб
Ойболта,"Суяк чопадиган, гўшт майдалайдиган болта"
Ойдин,"Яхши, ўртача"
"Ойдин ([и] қисқа
айтилади)","Оқмайдиган сув ҳавзаси, кўл"
Ойдинда бўлинг,"Янги туғилган онани табриклаганда жавоб сўзи, сиз ҳам ёруғ дунёда юринг маъносида"
Ойиқ,Маст эмас. Киши мастга ўхшаб кўринсада ҳушёр бўлса айтилади.
Ойилди,Мастликдан хушига келди
Ойилмоқ,"Ҳумордан чиқмоқ, ўзига келмоқ"
Оймоқ,"Адабини бермоқ, хатосини тан олдирмоқ."
Ойниқси. У ойниқси одам,Ажабтовур. У ажабтовур одам
Ойнонин,Ўргилай
"Ойри, у ойри.",1) Шохсимон ёғоч. 2) Бошқа.
Ойрит,"Йўлни бўлинган жойи,чарроҳа."
Ойро,Айрилиқ
Ойроти,1.Бошқага тегишли кийимни вақтинча кийиш. 2.Бировнинг буюмини вақтинча фойдаланишга олиш.
Ойтвадим,"Айтгандим, айтувдим"
Ойтдимов,"Билгандима, айтгандима"
"Ойтмосо, ойтқонча","Айтгандек, айтганча, айтганимдек"
Олапосирди,Одам кўп жойдаги тартибсизлик
Олапўта,Ўт
Олвирама,"Довдирама, шошилмай гапир"
Олдириб юбор,Шерикдан олдин ур
Оли,Олхўри
Олис,Узоқ
Олишиб гетди,"Ўрганишиб кетди, боғчага ҳар ёқдан келган ёт болалар бир-бири билан тил топишиб кетди"
Олиштириқ,Ўт ёқишга қоғоз ёки қўшнида бўлса ҳам ўтин чўғидан олиб келинади
Олмурут,Нок нави
Олмурут,Ношвоти (нок) нинг Хоразм нави
Ололи,Олайлик
Олонглиқ,"Чекка, жуда кичик тўқайзорга ўхшаш жой."
Олоси,Одамзот бор оласи бор деган ибора.
Олохомма,Қовун нави
Олтибош,"Хивада олти киши бирлашиб пахта-мой заводи қуришган. Аҳоли уларни ""олтибош"" деб атаганлар"
"Олчоқ, олғир",Уддабурон
Онги чиқишмиди,Фарасоти етмайди
Онгирқи,Нариги
Онгқилдоқ,Анқов
Онгқироқ эшак,Тинмай қаттиқ бақирадиган эшак
Онгроқ сурил,Нарироқ сурил (ўтир)
Онгсот,Осон
Онгширмоқ,Фаҳмламоқ
Ондимоқ,Сездирмасдан кузатмоқ.
Онт урган,"Бошқаларга тушунарсиз ғоялар билан яшовчи, ўз фикрини бошқаларга ўтказишга бесамар уринувчи одам"
Опа,"Она, ойи"
Оға,Ака
Оғабей,Зиёфатни бошқарувчи
Оғая,Оғайни
Оғзибирчилик,Аҳиллик
Оғзингдан қонинг гаяй,"Сўкиш, оғзидан қони келса ўлишга яқинлашган бўлади"
Оғзини исқади,Сир бой бермасдан суҳбатдошининг муддаосини билиб олди
Оғзиочиқ,"Уст тарафининг ўртаси очиқ гўмманинг бир тури татарларда парамач, дейилади."
Оғзолачилик,Келишмовчилик
Оғизламоқ,Эсламоқ
Оғизли,"Тили ўткир, эътиборли"
Оғли иштон,Икки оёқ орасига қўшимча мато тикилган иштон
Оғмоқ,"Ўзгармоқ, сўзида турмаслик."
Оғроми йўқ,Оғир эмас
Оқ гурвак,Қовун нави
"Оқ дарак, гўк дарак",Болалар ўйини
Оқ оёқ,"Панд берувчи, кўчадан бери келмайдиган одам."
Оқ сўвит,Оқ тол
Оқар сув,Дарё суви
Оқёғ,Пахта ёғи
Оқёп (оёқ ёп) канали,"Оппоқ шўри чиқиб ётган ергача борадиган, ундан нарига давом қилдиришнинг иложи йўқ ариқ."
Оққин,Тез оқар сув
Оқлиқ,Фотиҳа тўйида дастурхонга тортилган қатиқ.
Оқловон,Ақл ўргатувчи одам
Оқновот,Қовун нави
Оқриқ,Округ
Оқрово,Ҳаддан зиёд шўр овқат
Опабийи,Опа
Опишлаб гўтар,Болани орқанга олиб икки оёғини белингга ёпиштириб тут
Опка,Ёш боланинг талаффузида опа.
Опо,Она
Оппор,Олиб бор
Оптирама,"Қўркмасдан, шошилмай ўйлаб гапир, адашма"
Опчиқ,Олиб чиқ
Опчин,"Харом нарса, ташлаб юбориладиган"
Опчинингни ол,Ҳозирги памперс (пахта ёки юмшоқ латтадан бўларди) кўзимдан йўқат
Орва,Арава
Орёно тошо,Нарига ташла
Оржо,Сандиқ
Орзоқли,Ардоқли
Орқа,1. Елка 2. Қиблага тескари томон (Хивада қибла тозабоғ ва Орқа тоза боғлар мавжуд) 3. Шимол томон
Орқа тоза боғ,Орқадаги (шимолдаги) янги боғ
Орқайин,"Хотиржам, бамайлихотир"
Орқи дунё,Нариги дунё
Орқинди совун,Совуннинг майда қолдиқлари
Орқинди сув,"Кир ювгандан кейинги сув, мағзава"
Орли,Номусли
Орно,Катта канал
Ороқ совун,Атирсовун
Орслон,Арслон
Орт,1. Юкла 2. Тозала
Ортиниб ол,Ювингандан кейин чочиқ билан танангни сириниб ол (тозалаб ол)
Оси,Гуноҳкор
Осиқ,Осиғлиқ
Осил,"1.Энг яхши, асил 2.Дорга осил"
Осма шўрва,Қайнатма шўрва
Осмон осилиб ера тушдими?,"Шунчалик ёмон иш қилдимми, осмон узилиб ерга тушдими?"
Осмоний сўллама,"Билмасдан, асоссиз гапирма"
Остонроқ,Секинроқ
Остордеш,Юпқа чопон
Осторлик,Тўшак-кўрпани иккинчи томонига ишлатилган мато
От,Мусулмон ётқизиладиган тобут
От усти,"Йўл-йўлакай, шошилинч кириб ўтаман."
Отамагаян,"Кераксиз гап, кераксиз нарса (кесатиқ: отамга келган ўлимдек кераксиз, маъносида)"
Отатангнги,Отабой Тангриев
Оташ,Ўт олов
Отди,"Электр симларида ток кучайиб кетганда бир офат чиқишини олдини олиш учун уйлардаги ток ҳисоблагичларда ""сақлагичлар"" қўйилади. Ток келмай қолганида, нима гап деб сўрасалар сақлагич (предохранитель) отди (ажратди) деб жавоб беради."
Отёноқ (Гурлан тумани),"Чўзиқ юзли (асосан, аёлларга нисбатан ишлатилади), гўзаллик нисбатларидан бири."
Отил,Атир
Отишкир,"Оташкурак; печда чўғни кураганда, товада гўмма пиширишда ишлатилади, шунингдек тандирда ҳам"
Отламоқ,Хатлаб ўтмоқ
Отлиқ,"Хива хонлигида хон навкари ўз оти билан ёлланса унга 30 таноб ер ажратилган (1 гектар ер 2,4 танобга тенг бўлган) навкарлик хизматини ўтаб бўлса ёки вафот этса шу оилага ўмрлик мулк бўлиб қоладиган ер “отлиқ” деб оталган. Туркман уруғидан навкарликга келганларга ҳам шунча ер ажратилади, лекин улардан 3 отлиқ навкар талаб қилинган"
Отлос,Атлас
Отноқда,У ёқда. Масалан: йўл сўралганда шундай тушунтирилади.
Отноқда- путноқда,У ёқда бу ёқда.
Отов,"1.Орол, ўтов, қора уй 2.Дарё бўйи"
Отоғиз,Омбур
Отоқорво,Ёш болани юришга ўргатиш учун ёғочдан ясалган арава
Отошхона,Чилимни ўт ёқадиган жойи
Охорли,"Янги, ювилмаган куйлак"
Охсирмоқ,Аксирмоқ
"Охтиқингни дум
аркалатаварма",Неварангни жудаям эркалатаверма
Охтихона,Молхона
Охшом,Кеча
Охшом гўринмадинг,Кеча кўринмадинг
Охшомқи,Кечаги
Оҳд,Қасам
Очилиб гетибсиз,"Чиройлироқ бўлибсиз, анча гўзаллашибсиз"
Ошир,Кўпайтир
Ошқол-дошқол,"Майда-чуйда, латта-путта, аралашиб кетган ҳар хил нарсалар"
Ошоқ,Паст
Ошоқа туш,Пастга туш
Ошпичоқ,"Гўштни қийма қилишда ишлатиладиган катта-оғир кескир, бақувват пичоқ"
Пайшанбалик,"1. Марака. 2. Мадраса талабалари устозига жумадан олдинги куни нон, қанд ва бошқа ейимликларни олиб келганлар. Олиб келинадиган озуқалар пайшанбалик дейилган. Хонлик даврида Жума куни дам олиш куни, бозор куни ҳисобланган. Инқилобдан кейин кунлар ўзгартирилиб дам олиш куни якшанба бўлиб қолган. Албатта бу ҳолат тушинарсиз, Як, бир рақамни билдирса, ду, икки рақамни билдирган, Ҳозир бир рақам дам олиш куни, иккинчи рақамда душанба куни, ҳафтани биринчи куни ҳисобланади. Шу абаб кунлар бир бирига тўғри келмай қолган. Бу жумбоқни ечиш учун ҳеч ким бош қотирмаган."
Пайшанбалик,Ўлик чиққан хонадонда жанозадан кейин ўтган етти кундан кейинги биринчи пайшанбадан бошлаб то учинчи пайшанбагача ўтказиладиган маърака. Ҳозирда пайшанбалик ўтказилмайди.
"Палаж, палаж гап","Ёмон, ёмон гап"
Палак,"1. Сабзавот ва полиз экинининг барча вегетатив қисмлари шу ном билан айтилади. 2. Инсоннинг келиб-чиқиши, сулоласи."
Паланч,Ғўзапоя боғлами
Палтик (тил),Чучук (тил)
Пам-паросатсиз,Фаҳм-фаросатсиз
Панг,"1.Чўп-чор, қозиқ қоқиб сув йўли кўмилади, панг берилади. 2.Қийшиқ девор йиқилмаслиги учун вақтинча ёғоч тираб, панг берилади"
Пақирди,Сувнинг пақирдаб қайнаши
Панис,Фонус лампа
Пано жой,"1. Қуёшдан сақлайдиган бекатни соябони, катта кўп этажлик уйни соя жойи. 2. Бошқаларга кўринмай турадиган тўсиқли жой"
Папа,Чақалоқ
Папак,"Ёш болани суннат қилганда кесиб олинадиган қисми (оналар уни доимий сақлаб қўядилар, ташлаб юборилмайди)"
Паравўзинг йўқ,Оғзингни паравўзи йўқ. Атрофингдагилардан (хотин-қизлардан) уялмай ҳамма гапни гапираверасанми.
"Парч. Сумкани ичи парча
нарса.","Тўла, бошқа сиғмайди. Сумкани ичи тўла нарса."
Парчик. Парчик нон.,Шишмаган. Қалин бўлсада шишмаган нон.
"Парчла. Хумни оғзини парчлаб бакла, уни бир
гап билан парчла",1.Зич бекит.Хумнинг оғзини зич қилиб ёп. 2. Бир гап билан мот қил.
Пасир-пусир,Бирдан. Қаттиқ шамолда айвонча пасур- пусир қилиб йиқилиб кетди
Пат,"Сочни пати, тароқда илашиб чиқадиган"
Патак,Оёқ кийими иссиқ бўлиши учун ичига қўйиладиган махсус тўшама.
Патик,Уйни шифти
Патила,Патли соч
Патингни енгно,Соч патингни йиғиб ол.
Патрак,Элат номи
Пахир,Ночор
Пахтани сойиб қўй (сой),"Кўрпа, тўшак тикишдан олдин той пахтани махсус ишланган силлиқ таёқчалар билан уриб сойиш-юмшоқлантириш (пахта пуфакчадек шишган, оғроми кам ҳолатга келади)"
"Пейкор, пейкол",Маҳаллада уйма-уй юриб одамларни тўйга айтувчи киши.
Перак,Товуқ тухумининг йўғон думба томони
"Пес, махўв",Ахмоқ сўзига яқин сўкиш тури
Печак ўт,Атрофидаги ўсимликларга чирмашиб ўсадиган ёвойи ўт
Пеш қилди,1.Кўрсатди 2.Қилган ишини пеш қилиб ўзини ўзи мақтади.
"Пеш. Ундан узоқ юр, пешинг
дейса, касиб ташла.","Этак. Ундан узоқ юр, этагинг тегса кесиб ташла."
Пешалаб,"Титкилаб, товуқлар ўзига емиш ахтариб ҳамма ерни (ташландиқ уюмларни ҳам) титкилаб (пешалаб) чиқадилар"
Пешалама,Товуққа ўхшаб пешалама (чош-пош қилма)
"Пешини қоқиб
кетаверадиган одам",Гап кор этмайди одам.
Пешкир,Пахта териладиган фартук.
Пешша,Чивин
Пзлўвиқ,"Болалар ўйинчоғи, қулоғини бурасангиз виззилаб айлана бошлайди"
Пиёва,Ёвғон шўрва
Пиёнжиқ,Пияниста
Пилик,Пилта
Пилис,моғор
Пирнахос,"Пирлар қадами теккан қишлоқ, маҳалла номи"
Пирхима пишдим,"Терлаб пишиб, кийимим нам бўлди."
Писта,Ерёнғоқ
Питта,Бироз
Питта еб ол,"Ҳеч бўлмаса озгина, бир қошиқ татиб кет, озгина бир бўлак еб ол, бир бўлак нон билан бир пиёла чой ичгин"
Пишиб турган кекса одам,Ўлими яқин жуда кекса одам
Пишик,Мушук
Пишик,"Ўта ақлли, муғомбир, ҳаёт тажрибасига эга одам."
Пишикчилик,"Бирор бир экин ҳосили йиғиладиган пайт. Буғдой пишиқ, қовун пишиқ, тут пишиқ."
Пишти,Қўшмачи
Пишши бўласан,Куясан (болага иссиқ нарсага қўл узатмаслиги учун айтилади)
Плис,Моғор
Плита,Уй ичида ўтин ёқиб овқат пиширадиган чўян плита
