Title,Meaning
Поёпул,Фақат пиёдалар ўтиши учун мўлжалланган кўприк
Позочилар,Ер сурадиган поза ускунасини ясовчи усталар элати
Пой,"1. Улуш, ҳақ"
Пойир,Хамиртуриш
Пойнак,Бош кийимнинг олдига чиқиб турадиган соябони
Пойтово,Этик кийганда ўрайдиган юмшоқ мато
Поки,"Соч-соқол оладиган ўткир тиғли асбоб, устара"
Поқ-поқолоқ,"Поққилама ёмғир ёғди, кейин селга айланди"
Поқловиқ,1.Тери куйганда пайдо бўладиган пуфакча 2. Сув пуфакчаси
Поқловуқ,Қармоқнинг сувда қалқиб туриб илмоққа таъсирни билдирувчи қисми
Поқловуқ отди,Куйган терида пуфакча пайдо бўлди.
Поқломо,Пахлава
Полвон ёп,Катта полвон канали
Полвон пира бориб галаман,Паҳлавон Маҳмудни мақбарасига зиёратга кетаётганини билдиради
Полмин,Фолбин
Полосултон,Маҳалла номи
Полпис,Озодаликка эътиборсиз одам
Попоқчи,Телпак тикувчи
Порсонг,Узунлик ўлчов бирлиги
Посирди,Тўс-тўполон
Посмонда,Маданиятсиз одам
Пот-пот,Трактор
Потинка,"Қишки оёқ кийими, ярим этик"
Потирдомо,Питир-питир(беодоблик) қилаверма.
Потлоқ,Кўзи каттароқ кўринадиган одам.
Потрот,Чатоқ
Потти,"Ҳаракатлари, кийим боши, гап-сўзи бошқаларга ёқмайдиган, атрофдагиларга, ўзига ҳам бепарво қарайдиган, тартибсиз одам."
Потти–путтингни йиғиштир,"Уйда керак-керакмайдиган кийим-кечаклар, ўйинчоқлар, оёқ кийимлари тартибсиз бўлиб ётганда танбех қилиб айтилади"
Похха,Суви қочган мева
Поххо,Пўкак
Пошшиллама,Семиз одамлар тез юрса ҳаво ололмай пашшиллаб қолади
Пошшо,1.Подшоҳ 2.Қизлар исми.
Пошшоб,Жаллод
Псмик,"Зимдан иш киладиган, хамма жойга бурнини тикиб юрадиган"
Птроқ,"Ёввойи ўт, меваси тиканли бўлиб, кимдир тегиб ўтадиган бўлса кийимига ёпишиб олади, айниқса пахтазорда"
Пўлқит,Эзилиб суви чиқиб кетган мева
Пулласа бўлади,"Пулламоқ, бирон нарсани пулга сотиб юбориш"
Пўрсанг ер,"Заҳкаш, ариқ атрофларидаги экилмай турган юмшоқ ерлар"
Пўссиқ,Ёғда қовурилган чалпак
Пўстакла,"Шундай ургинки, қайтиб бу ишларни қилмасин"
Пўта,Аёллар рўмоли
Пўхха,Заиф
Пўчоқчи,Қадимда бозорда қовун тиликлаб сотилган пайтларда пўчоқларни мол учун йиғиб оладиган одам
Пўш-пўш,Бозорда ҳаммол одамларни шу сўз билан йўлдан четроқ туришга чақиради
Пушта,Белкуракнинг орқа томони
"Пушта,пуштала б",Полиз экинларини эгатсиз ўстириш усули
Қайиқ лаган,"Бир вақтлар, ваннахоналар йўқ даврида қайиққа ўхшатиб ишланган лаган (тос) лар пайдо бўлганди, болаларни чўмилтириш учун"
Қайин,1. Маҳкам 2. Қудалар бир бирига қайин томон бўлади
Қайиштир,Эг
Қала,"Тўлдирмоқ, тиқмоқ"
Қибла тоза боғ,Қибладаги янги боғ
Қидиқи бо,Қитиғи бор
Қидиқломоқ,Қитиқламоқ
Қидиришма,Саёхат
Қидиришмаға гетётирман,Саёхатга кетаётирман
Қиёмат,"1. Охир замон 2. Жуда зўр (тўй қандай бўлди деса, ааа киёмат бўлди, артистман деган келган, ярим оқшомгача соз бўлди)"
Қижимоқ,Кичинмоқ
Қизғинлади,Иш қизиди
Қизғонч,Қизғончиқ
Қизил қурт,Чувалчанг
Қизил таёқ,Хива хони тахтдан туширилган даврда ўз хоҳиши билан ҳукуматга ёрдамга келган (волонтер) аскар
Қизни калласини айлантириб юрибди,Гапга уста йигитнинг бўлмағир гапларга қизни ишонтиришга уринаётгани ҳақида
Қийтор,Ғилай кўз
Қил дапа,Баланд тепалик
Қилдир,Бегона ўт тури
Қилдириқ,Жуда ориқ бола
Қилиқ,Одат
Қилчиқ,Балиқ суяги
Қиниқ,"1. Азиз 2. Қишлоқ номи, юқори қишлоқ"
Қипчоқ,"Ичи ковак дарахт, қишлоқ номи"
Қирғиз ёп,Урганч шаҳридан ўтган канал
Қирғич,"Қозонда ёғи кам паловнинг тагини олиб қотган, аммо куймаган қисми."
Қирон галди,Қирғин келди
Қиртиш,"Ернинг юзги қисми, ерни қиртишидан олинган тупроқдан Худо одамни яратган"
Қислиқиш,Асабийлашиб сиқилиш.
Қислиқоварма,"Ўзингни койишни тўхтат, эзилаверма."
"Қисноқ (Гурлан
тумани)",Дарёнинг торайган жойи
Қистонманг,Шошманг
Қит,"Камёб, кам учрайдиган"
Қоварғон,"Кетмон чопиб, кафтнинг у ери, бу ери шишиб қотиб қолган ҳолати"
Қоз,Ковла
Қозноқ,Озиқ-овқат сақланадиган омборхона
Қозо,Кўлда балиқ тутиш ва сақлаш учун қазо қурилади (тол навдасидан ишланади). Балиқ киради лекин чиқишга йўл тополмайди.
Қозоқи қўй,Қўй зоти
Қозоқи рўмол,"Чит рўмол, тўйларда тарқатилади"
Қозолонди,"Оламдан ўтди, қазо қилди."
Қозонни доғла,Овқат тайёрлашдан олдин ёғ солиниб пиёз билан доғланади
Қозув,Ариқларни лойқадан тозалаш
Қой,1. Қиш кетиши билан баҳорда бирдан бўладиган вақтинчалик совуқ кунлар
Қойиз,Дарахтнинг пўстлоғи
Қойим,Мос
Қойир,Дарё бўйида деярли суғормасдан деҳқончилик қилинадиган ер.
Қойиш,Камар
Қойиш,1.Бешбармоққа ўхшаш таом 2.Камар
Қойиш курдик,Манпарга ўхшаш таом
Қоймоқ (Бургут қайиб учди),Қанот қоқмасдан учмоқ.
Қойтиш бўлди,Одам вафот этди.
"Қоқа (бола
тилидан)","Қанд, конфета"
Қоқилғойсан,"Ерга қоқилғайсан, қозиққа ўхшаб қоққайиб турма"
Қоқирдоб гулиш,Қаттиқ овоз чиқариб кулиш
Қоққ атасан,"Болага йиқилиб тушасан, урилиб кетасан дейилгани"
"Қоққойиб
дуриша қоро",Гердайиб туришин кўр
Қоққоймин ўл,Кеккаймай ўл
Қоққоймо (от),Табиатан кеккайма одам
"Қоққоймо (феъл
буйруқ майли)",Кеккаяверма
Қоқроб қолғон ер,"Сувсиз қолган, чўлга айланаётган ер."
Қолинг,Қалин
Қолинг,Келинга маҳр қилиб бериладиган қалин пули
Қолингини олиш,Ягоналаш
Қоллавоч,Қалдирғоч
Қолмин гал,"Бола: ""ойи ман аммамларга кетаяпман""- деса, ""қолмин гал""- деб изидан айтиб қолади, яъни ётиб қолмай кел, дегани"
Қолоқ,Кичик чўмич
Қонгириб таша,1.Ағдариб ташла 2.Қайир (феъл)
Қонжиқ,Урғочи ит
Қонқойма,Гердайма
Қопи,Эшик
Қопил,Жим бўл
Қопилғон,Бирор бир махсулотнинг тугаб ёки камёб бўлиб қолганлиги кесатиб айтилиши.
Қопини бакла,Эшикни ёп.
Қопоқ,Кўз қопоғи
Қоппойғон,"Шишган, катталашган."
Қоприқ,Шамол айланмайдиган жой.
Қоптол,1. Ён тараф 2. Сийдик йўли касали
Қопчиб ол,"Отилган тўпни ушлаб ол, тутиб ол."
"Қопшиқди, қопилди
(кесатиқ)",Бозорда қолмади .
Қопширма,Гўмманинг ёғсиз қовурилган тури
Қор атиб гетди,Аразлаб кетди
Қор атмак,Хафа бўлмоқ
Қор учқунлади,Қор секин ёға бошлади.
Қора касак,Гўштнинг ёғсиз жойи
Қора пўчоқ,Ичида қурт ўлиб қолган пилла
Қоравулоқ,Дала
Қорақон бўлди (Еянимам қорақон бўлди),"Қора қон - бу қуйилган қон. Еган овқатимни ҳам қора қон қилдинг. Дастурхон атрофида овқатланиб ўтирганда, ёнидаги киши асаб бузадиган гап гапирганда, чидай олмасдан шунақа деб айтадиган вазиятлар бўлади."
Қорақонни (заққим) йе,Койишни бир тури
Қораулоқ,Қорақулоқ. Илмий номи каракал бўлган мушуксимонлар оиласига мансуб жонивор. Ташқи кўриниши силовсинга ўхшаб кетади. Хоразмда илгари тўқайзорда кўп бўлган.
Қоржонг,"Аразчи, жаҳли ҳар нарсага аразлайверадиган одам."
Қоржонг,Сал нарсага хафа бўлувчи одам
Қориқ,Эгат (пахтазорни суғоришда олинган эгат)
Қориқ бериш,Паловни қозонда қоришнинг бир усули
Қоринжа,Чумоли
Қорқи,Ошли
Қормо,1. Шовланинг бир тури 2. Аралаштирма
Қормоқ,Аралаштирмоқ
Қорни қоппойиб гетётир,"Қорни тобора каттайиб бормоқда, туғиш яқинлашган аёл ҳақида."
Қородомоқ,Қадимда қуллар жойлашган жой. Бахтиқаро қора кунида овқат ейиши ҳам қийин дегани. Ҳозир ҳам қишлоқда шу элат мавжуд.
Қоромиқ,"Далада, қумликда ўсадиган думалоқ мевали ўсимлик."
Қоромиқ,Одам терисига тошадиган тошма тури
Қоромон гужум,Нарвон дарахтининг бир тури
Қоротқи,Сунъий соқчи
Қорри,Кекса одам
Қорри,"Қари, кекса чол."
Қорри қиз,Қовун нави
Қоррибой,"Эркаклар исми. Боланинг умри узоқ бўлсин, деган ниятда қўйилади."
Қорсилдоп учғойсон,Қаттиқ койиш тури
Қосмобод,Қосимбой номи билан аталадиган кўл атрофидаги шаҳарча
Қосноқ,Кепканинг пойнаги
"Қосормоқ, қосорди",Бировнинг манфаатларига қарши қасддан иш қилиш. Қасдан қилди.
Қотириб қўй,Ўхшатиб қўй
Қотирмоч,Ёғсиз қовурилган нон
Қотмо,"Ўзини бошқалардан устун кўрсатувчи, гердайиб юрадиган одам."
Қочиқи бор,Бирон топшириқни бажаришда янгилишган одамга иш буюрувчи топшириқни нозик томонини тушунтирмаган бўлади.
Қочирим бариш,"Бирон ишни охирига етказиш кераклиги юзасидан тўғридан-тўғри айтмасдан, уни зарурлигини бошқа сўзлар билан ифодалаб тушунтириш."
Қочор,Ғунажин
Қош,Томни бостирмасида ёғочларни кўтариб турадиган кўндаланг қўйилган ёғоч
Қўваламоқ,Қувламоқ
Қўвиб ювардим,Ҳайдаб юбордим
Қўвиз,Шоли пўстлоғи
Қўвиқ,Пўстлоқ
Қўвип ювар,Ҳайдаб юбор
Қўвирдоқ,Димлаб пиширилган гўшт
Қувла,"1. Қибла 2. Чексиз, чегарасиз кенг жой 3. Орқасидан қув"
Қўвлашмажақ,Қувлашмачоқ ўйини
Қўвлиқ,Бешинчи авлод
Қудирғон ит,Қутурган ит
Қуёнжиқ,"Қуёнчиқ, тутқаноқ."
Қужоқ очиб,Қучоқ очиб
Қужоқломоқ,Қучоқламоқ
Қўзвоқ,"Қўзғоқ, соч остидаги кепак"
Қуйи,қудуқ
Қўйсонго,Қўйсангчи
Қўқин оши,Майит чиққан уйда пиширилган ош.
Қўқир,"Кибрли, манман, гердайган."
"Қул, қулсумоқ",Бадани сертук одам
Қўллиқ,Қўлқоп
Қуллоп,Ошиқ-мошиқ
Қулоқ,Ариқнинг қулоғи
Қулоқчин (Попоқ),Қулоқни ёпиб турадиган телпак.
Қулп,Қулф
Қумёсқа,"Қумлик чегараси, Хивадаги маҳалла номи"
Қумпишик,Юмронқозиқ
Қумри,Мусича
Қўнгиши,Қўшни
Қундоқ,"Йўргак, юмшоқ чит, матодан қилинган рўмол"
Қундоқлаш,Йўргаклаш.
Қўноқ,Соч остидаги кепак
Қўноқ олиш,Қўшнининг тўй ёки бошқа тадбирида унинг меҳмонларини уйингда меҳмон қилиш
Қўпди. Сувоқ қўпди.,Бирор ёпишган нарсанинг жойидан қўзғалиши.
Қур,"Тўйларда томоша кўрсатиладиган, кураш тушиладиган давра"
Қурвоққо,Қурбақа
Қурвонлик,Қурбонлик
Қурғун,Бадавлат
Қурғун оила,Ўзига тўқ оила
Қуржоқ,Қўғирчоқ
Қуржоқчи,"Қўғирчоқ тузатувчи, ўйнатувчи"
Қури галавардим,"Касал кўришга ёки тўйга қуриқ келган, ҳижолат бўлиб гапиради"
Қўрқ товуқ,Тухум босиб ётган товуқ
Қурмиш,Кичик тўртбурчак шаклидаги гўмма.
Қурмоғой,Қурмагур
Қуромиш (қуромиш,"Қуроқ. Ҳар хил рангли жуда кичик матоларни бир бирига ямаб тикилган,"
Қурот,Сиҳатгоҳ
Қурс,"Вақт ўтиши билан қуриб қолган қиём, мураббо"
Қурсоқ,Қорин
"Қўрчилаш, қўржилаш.Укан гни қўрчилаб
юр","Тарафини олмоқ, авайлаш, асраш."
Қусури чиқди,Тинчланди
Қут,"1. Жон 2. Бойлик, бахт, қут барака"
Қут бўлсин,Бирон офат кўрган кишига қўрққанингиз қут бўлсин деб кўнгил берилади (Жонинг омон бўлсин маъносида)
Қути ўчган,Ранг рўйи бир ҳолатда
Қутли бўлсин,"Қутлуғ бўлсин. Янги иморат, тўн қутлуғ бўлсин"
Қуури,"1. Қуруқ, қуриган. 2. Ичи бўш идиш 2. Фақат"
Қўш,"Саф, қўшин"
Қўш,"Макон, қароргох, жуфт"
Қўш ташладик,Улфатлар билан маишат қилишга ўтирдик.
Қўшкўпир,1.Қўш кўпирик. Иккита кўпирик ёнма ўн ўтган. 2. Туман номи.
Қўшонт,1Тўйга ёрдам 2.Қўшимча
"Қўшонтли (бу сиғирнинг
сементал зотидан
қўшонти бор)",Қўшимча қўшилган.
Рағвароғ,Эшиклар тўлиқ очиб ташланган
Рап,Тезда кет бу ердан
Рапди,Жуфтакни ростлади
Рапида,Ёғоч доира устига пахта ва мато қопланиб тандирда нон ёпиш учун ишлатиладиган буюм.
Раптор,"Юз, бет"
Расмчи,Сураткаш
Ренгин,Рентген
Рибоб,Рубоб
Рой,"Кўнгил, истак, хохиш"
Рос,Тўғри
Рош,"Ёпларни лойқадан тозалаганда, қазиганда қирғоқлара тўпланиб қуриб қолган майда тупроқ"
Ружжа,Кўк султон
Рўйи қувла,Қиблага қараб
Рўпак,Қўл рўмолча
Рўпак,"Аслида Рўйпок - чолу-кампирларнинг юзларини артиб туришлари учун мўлжалланган рўмолча. Рўй-юз, пок-покиза. Юзингиз озада, покиза бўлса чиройингиз очилиб, ёшариб юрасиз. Шуни эътиборга олиб юзни артиб туриш учун алоҳида рўмолча сақлаганлар."
Рўрай,Вақти-вақти билан
Садаф,Тугма
Сазо,"1. Жазо, танбеҳ 2. Лойиқ, муносиб, сазавор"
Сазойи,"Жазо бермоқ, ватанидан жудо қилиб ҳайдаш"
Сакди,"Ҳаракат тартиби бузилди.(Юраги сакиб, тўхтаб-тўхтаб ура бошлади)"
Сақилдоқ,Семиз одамнинг соқоғи
Салгина,Озгина
Салт юради (машинада),Машинада асосан бир ўзи юради
Самтиқ,Бемаза
Санг,Тўлқин
Сангги,Кўча-кўйда санғиб юрадиган одам
Сангороқ,Данак
Сандуқча- гулбуқча,"Болалар ўйини, сандиқда турган очилмаган гул"
Сани,Сени
Сани олғой,Ўлай?! (койишнинг энг юмшоқ тури)
Санлама,Сенсирама
Сапала,Билинар билинмас сув сеп
Сапкил,Сепкил
Сапча,"Қишлоқ номи, пишмаган хом қовун"
Саранг,Жуда зўр
Сарвалама,Пайпаслама
Сарғимтир,Сариқ рангга яқин
Сардава қолғонни тошо,Кераксиз нарсани ташла
Сардўз,Қоп тикадиган бақувват ип
Саржин,"Узунлик ўлчов бирлиги 2,13 метр"
Саржин,Тахлаб қўйилган ўтин.
Саржўш,"Аччиқ қизил қалампир билан қўй думбаси ёки молнинг буйрак ёғини жуда майда чопиб тайёрланадиган гарнир. Асосан, пишган чучварага солинади."
Саринжоқ,Арғумчоқ
Саринжоқ,Арғимчоқ
Сармак,"1. Ёйиш, масалан, кирни офтобга ёйиш 2. Бировни ғийбат қилмоқ"
Сарроф,"Хивада олтинни рус пулига, рус пулини олтинга олмаштирувчиларни сарроф дейишган."
Сас,Овоз
"Сас, Сасинг чиқмади","Овоз, Овозинг чиқмади, эшитилмади"
Сат,Соат
Сатанг,"Ўзи билан ўзи юрадиган, гапирган гап бу қулоғидан кириб у қулоғидан чиқадиган одам."
Сатари,Олифта
Саттарош,Сартарош
Сейс,"Ўта ҳушёр, зийрак одам"
Сейсхона,Отхона
Серчали (сечали),"Қишлоқ номи, сеча (чумчуқ) номли қушлар макони бўлганидан келиб чиқган. Вақт ўтиб, бу қишлоқ «серчали» номи билан бизга етиб келган"
Серчали чалак,Сирланган челак
Сеча,Чумчуқ
Сеча тут,"Оқ, қизғиш рангда бўлади, тез пишиб тўкилиб кетади. Шу сабаб қўноқ (меҳмон) десалар керак"
"Сигир айди, эйди",Сигир ийди
Сизлоқ,Чипқон
Сил,Жуда юпқа гўшт ёпишган суяк
Силкиллама чўрма,Силкиллайдиган чўгирма
Силкма пўстин,6-7 ойлик қўй терисидан тикилиб қайнатилган анор пўчоғи сувига бўялган сариқ ранг поча пўстин
Симтик,Қурумсоқ одам
Син этиб,1.Синаб 2.Синчковлик билан
Сингди,"Сингиб кетди, хазм бўлди."
Сингмади,Овқат хазм бўлмади.
Сингсила,"Жуда кўпмева қилган мевали дарахт, узум"
Синиқчи,Синган суякларни даволовчи табиб
"Синчи, синоғчи (Мен синчи
эмасман)",Бировни синашга ҳаракат қилувчи одам (Мен сизни синамоқчи эмасман)
Сиплик,"Чўп-чор йиғиндиси, чиқинди"
Сипса,Супурги
Сиптириб,Сирғаниб
Сириш,"Эски даврдаги клей, бир ёғочни (рейкани) яна бирига ёпиштириш мумкин эди. Бодрак (варрак) ларни тузатишда ишлатардик. Йиғилган шилим қўчқорни шохига солиниб қаттиқ чивиқ (чўп, қуриган дарахт новдаси) билан аралаштириларди"
Сиришла,"Клейла,Илгарилари клей бўлмас эди, дарахтлардан оқадиган шираларни (шилим) йиғиб сириш (клей) қилардик"
Сирп,"Сирли, тутқич бермас, маҳкам, қаттиқ"
Ситқа,Ғалвир
Сихак,1. Майдалагич 2. Ориқ(озғин) одам
Сичра,Сакра
Сичради,Чақалоқ вафот этса шундай дейилади
"Совилди (тўй, арик)","1.Тўй, маърака тугади 2 Бирор бир меванинг пишиш даври тугаб бўлди."
Совин,Совун
Соғонадан қолган гийим,"Кўп йилдан бери фойдаланиб келинган, кўримсиз аҳволга келган кийим"
Соғот,Ярамас
Сода,Содда
Соз,"Гармон, аккордеон ва баяннинг умумий номланиши."
Созоқ,Саксавул
Сойил (Боғот т.),Гадой
Соқа,Канал боши
Соқор,Пешонасида оқи бор ит
"Соллонмин, тезроқ юри",Чўзилавермасдан тез-тез қадам ташла
Соллонмо,"Чўзилиб, секин юрадиган одам"
Солмо,Кичик ариқча
Солмоқ (Ўй солдим),Қурмоқ (Уй қурдим)
Солпи,Лапашанг
Солт-солт бораётир,"Бир ўзи йўлда ҳеч кимга, ҳеч нарсага эътибор бермасдан бораётир"
Соп,"Болта, белкурак каби дастали буюмларнинг дастасиз қисми"
Соричўп,Зарпечак
Соси,"Бадбўй, сассиқ"
Сотил,Болтача
Сотошиш,"Ким биландир шерик бўлиш ёки айтишиш, жанжаллашиш."
Сохона,Кераксиз нарса
Сочроб тушди,Бирдан жаҳли чиқиб гап қайтара бошлади
Сочўсар,Молнинг оёқ пайи
Сриш,Елим
Сўбат,Суҳбат
Сув очиш,Ерни исрофгарчилик билан суғориш.
Сув қочириш,Овқатни пишириш жараёнида қозонга оз миқдорда сув солиш
Сув пули,10 таноб ер 1 сув деб белгиланган ва бир сувга 20 сўм сув пули - солиқ йиғилган
Сув сапала,Супиришдан олдин билинар билинмас қилиб сув сеп.
Сув тутиш,Ерни меъёрида суғориш.
Сув ўти,Ёввойи ўт тури
Сува тушамиз,Чўмиламиз
Сўвға ер,Серҳосил зич тупроқли ер
Сўвит,Мажнунтоллар оиласига мансуб дарахт
Сўвитга каллак уриб қўй,"Толнинг шохаларини кесиб қўй, шохлари кўпайиб чиқади, хода бўлади"
"Сўвмоқ (маъракани,
тўйни)",Тугатмоқ
Сувни қочириш,Йиғилган сув камайиши учун ерда нишаблик ҳосил қилиш.
Судур,Одамнинг четдан қараганда кўриниши
Сужи,Чучук
Сужи жон,Ширин жон
Сўзилма,1.Тезлаш (шошмасдан харакатланиб юриганда ишлатилади) 2. Табиатан ҳаракати суст одам
"Сузилма(феъл,
буйруқ майли)",Жиддий бўл
Сўзиш,Бирор нарсани чўзиш
Сузма,Паловнинг тури
"Суйиш(феъл
буйруқ майли)",Сурил
Сўк,Тариқ
Суқаноқ,Бошқалар билан тез тил топишадиган одам
Суқилишма,Сан гапга аралашма
Сўқишмоқ сўқишдим,"Совуққотмоқ, совуққотдим."
Сўқмоқ узилмасин,"Бегоналашиб кетмайлик, биздан кейин болалар бир-бирини танийдиган бўлсин, борди-келди тўхтамасин"
Суқулмо,Аралашма
Сулги (сулйи),Сочиқ
Сулгун,Қирғовул
Сўлла,Гапир
Сўллама,Гапирма
"сўлласамам ҳам гап кор атмиди), Бир
корни бошшини тутмадинг",2.Бир касбни эгалламадинг
Сўллашиб ўтириб қолибмиз,"Гап қизиб кетиб, уйга кетиш эсдан чиқган"
Суллойди,"Ҳолдан тойди, чарчади"
Суллопча,Қўл ювишда ишлатиладиган лаганча
Сўм гўш (эт),Лаҳм гўшт
Сўм дамир,Қуйма темир
Сумаланиб юриш,Ўралашиб юрмоқ
Сумириб ич,Тўйиб ич
Сўмса,Сомса
Сумсик,Чақирилмасада келаверадиган одам
Сунгак,Суяк
Сунникиб йиқилдим,"Йўлда, билмасдан бирон бир тошга ёки бошқа бир жисмга туртилиб, урилиб йиқилиб тушган"
Супса,Супурги
Сўсой,"Бесўнақай, узун бўйли одам"
Сусоқ,Чўмич
Сусоқ,"Чўмич - аслида сув ёки суюқлик сол деган маъно бергандир, вақт ўтиб сусоқ бўлиб қолган"
Сўт,"Сўкиб бер, тикилган матони тикинини сўкиш."
Сут оши,Сутда пишириладиган гуручли ош
Сутдан қолди,Ёш болалик онанинг жисми сут ишлаб чиқармай қўйган холат
Сутдан чиқди,Ёш бола она сутини эммай қўйган холат
Сўўз,"Ипни тарангла, пулни чўз, ипни чўзиб узайтир"
Счон,Сичқон
Сэс бўл (сэс бўлмоқ),"Эҳтиёт бўл, эҳтиёт бўлмоқ, ҳарбир ишда эҳтиёткорлик зарур"
Тавалло,"Тавба қилмоқ, узр сўраш"
Таварик,"Зиёратдан келганда олиб келинган ейимлик, совғалар, ота-онадан қолган кийим-кечак"
Тажан,"Узоқ, бориб, етиб бўлмайдиган жой"
Таззак,"Мол тезаги, нажас"
Така,Ёстиқ
Такаллак,"Балиқчи қуш, ўз номини айтиб учади, такаллак-такаллак деб сайрайди"
Таканамат,Эчки юнгидан қилинган полос. Кигиз
"Тақир юза (ер, майдон)",Устида қопламаси йўқ юза ёки ҳеч бир қурилиш йўқ ер майдони
Тақирди,Гапга уста одам
Тал (Урганч ),"Текис, мувозанатда турган"
Талак,"Айвонни юқорисида қурилган иккинчи қават хона, омборхона"
Талатин,Чарм
Там йўқ,Мазасиз
Таман,Катта нина
Таманча,Нинача
Тамоми,Ҳамма
Танга,Кумуш пул (1 танга 20 тийин)
Танга (тийин),1. Танга 2. Пул бирлиги
Тандира ўдин қала,Тандирга ўтин қала (ўтин тиқиб тўлдир) ўтин келтириб ёқишга тайёрла
Тандормисиз,"Тетикмисиз, танингиз соғми"
Таноб,"«А» ҳарфига ўхшатиб енгил таёқдан ишланган ер ўлчовчи асбоб, асосан бир ўлчами 2 метр бўлади, тонобчи, табелчилар бажарилган ишлар ҳажмини ўлчашда ишлатадиган асбоб"
Тап,Чилдирма
Таппи (лўппи),Семиз
Тар,Янги узилган (мева-сабзавот)
"Тарнак, таннак",Энг эртапишар қовун нави.
Тарози босмиди,"Енгил, тарозида ўлчашга арзимайдиган нарса."
Тарс,1.Тескари 2.Ўжар одам
Тарсаки,Тескари
Тарсйўнқа,"Ўжар, қайсар одам."
Тарсоёқ,"Тўғрини ҳам эгри, дейдиган одам."
"Тахё, тейхо",Дўппи
Тахлаб қўй,"Боплаб қўй, Биронта гердайиб юрадиганни ақлли гап билан боплаб қўй"
Ташкил,Зиёфат
Тейзамин,Оқова сув йиғиладиган қудуқ
Тейип,Табиб
Тилгирамхона,Телеграф
Тилла,Олтин пул (3 сўм 60 тийин)
Тиммитдин,Туппа-тузик
Тирриқ,Тирик жонзоддан чиқадиган аҳлат
Тиртим,Жим-жит
Тиштирноқ,"Ерни ҳас-чўпдан тозалаш асбоби, грабля"
Товохдош,Бир идишда (товоқда) овқат ейдиган шерик
Тоза,"1.Тоза,озода 2.Янги"
Тозабоғ,Янги боғ
Той пахта,"Пахта тозалаш заводида даладан келган пахтадан чигити ажратилиб, маълум оғирликга келгандан кейин пресслаб, сим билан бураб сотишга тайерланган ҳолати."
Тойипи,Узумнинг хоразм нави-қишда сақланадиган
Тойлоқ,Яланғоч одам
Томодо,"Тўй, зиёфатни бошқариб борувчи одам."
Тоғма,Томға
Тоқ,Исирғани тақ
Тоқ-тоқ,"1.ХХ асрнинг 50-йилларигача қоратолнинг қуритилган шохидан икки дастани кесиб, силлиқлаб кечалари кўчаларда юриб, ўғрилардан сақлаш учун бир-бирига уриб тақа-тақ килиб юрадиган қоровулни ""тоқ-тоқ"" дейишган 2. Хива хонлигида қурилган электр движоги, бир цилиндрли бўлгани учун тоқ-тоқ этиб овоз берган. Уни ишлатадиган одам ҳам шу лақабни олган"
Томшониб ол,"Шошиб ишга кетаётган боласига онаси бирон нарса еб ол, оч кетма дегани"
Тонқо,Дуралюминийдан қуйиб ишланган сув қайнатадиган қумғон.
Топ ўзи,Худди ўзи
Тортанак (қирқоёқ),Ўргимчак
"Тос, тосдон",Бир баҳя қолди.
Тосир-тусир,"Бирдан, жаҳл билан ҳаракат қилмоқ"
Тосторхон,Буткул бузилган
Тошбосма,Литография
Тошканли,Тошкентлик
Тошо,Ташла
Трактр курси,Механизация билим юрти
Тўзвоқ,"Яканнинг гули, тўзғоқ"
Тўзғон,Эскирган
Туй,Тук
Тўқирди,"1. Қаердандир тўқирдаган овоз чиқаётгани 2. Калласи ишламайдиган, ахмоқ"
Тўқитқа,Йўл тагидан ўтадиган сув йўли
Тўққи,"Болалар киядиган оёқ кийими, тўққилаб овоз чиқаради"
Тулак одам,"Шайтонга дарс берадиган, муғомбир одам"
